person_id,alias,normalized_alias,source,active,notes
skv-p000107,Hege Njå Bjørkmanm,hege nja bjorkmanm,manual_match_decision,true,
skv-p000295,Sjur Krystad Prests?ter,sjur krystad prests ter,manual_preferred_name,true,
skv-p000003,Ådne Dyrnesli,adne dyrnesli,manual_preferred_name,true,
skv-p000001,Ådne Andersen,adne andersen,manual_preferred_name,true,
skv-p000278,Sigrid R?d,sigrid r d,manual_preferred_name,true,
skv-p000257,P?l Erik Johnsen,p l erik johnsen,manual_preferred_name,true,
skv-p000306,Sonia Slettv?g,sonia slettv g,manual_preferred_name,true,
skv-p000260,Pia M?ller,pia m ller,manual_preferred_name,true,
skv-p000107,Hege Nj? Bj?rkmann,hege nj bj rkmann,manual_preferred_name,true,
skv-p000349,Mathis Dahl Fenre,mathis dahl fenre,auto_result_name,true,
skv-p000350,Elin Lippe Lippe Stavnes,elin lippe lippe stavnes,auto_result_name,true,
skv-p000351,Julie Garsiot,julie garsiot,auto_result_name,true,
skv-p000352,Lene Heimdal,lene heimdal,auto_result_name,true,
skv-p000353,Ninni Jol?kken Brodalen,ninni jol kken brodalen,auto_result_name,true,
skv-p000354,Ole Jacobsen,ole jacobsen,auto_result_name,true,
skv-p000029,Anna Marie Nordengen Sirevåg,anna marie nordengen sirevag,opentrack_bislett_spring,true,
skv-p000054,David Ormstad Meier,david ormstad meier,opentrack_bislett_spring,true,
skv-p000090,Fredrik Aleksander Skovdahl Killerud,fredrik aleksander skovdahl killerud,opentrack_bislett_spring,true,
skv-p000145,Joakim Skjæggestad Mohn,joakim skjaeggestad mohn,opentrack_bislett_spring,true,
skv-p000302,Sondre Taugbøl Lomeland,sondre taugbol lomeland,opentrack_bislett_spring,true,
skv-p000333,Truls Vegard Skarvøy,truls vegard skarvoy,opentrack_bislett_spring,true,
skv-p000333,Truls Vegard Skarvøy,truls vegard skarvoy,manual_canonical_name,true,
skv-p000355,Iver Johan Andreassen-Holm,iver johan andreassen holm,auto_result_name,true,
skv-p000356,Kristine Meinert Rød,kristine meinert rod,auto_result_name,true,
skv-p000357,Madelén Tronstad Sagebakken,madelen tronstad sagebakken,auto_result_name,true,
skv-p000358,Ole Skjelten Daasvatn,ole skjelten daasvatn,auto_result_name,true,
skv-p000359,Susanne Tveit Amundsen,susanne tveit amundsen,auto_result_name,true,
skv-p000360,Anne Murvold,anne murvold,auto_result_name,true,
skv-p000361,Mathias Hansen,mathias hansen,auto_result_name,true,
skv-p000362,Ånung Viken,anung viken,auto_result_name,true,
skv-p000363,Åsmund Sunde Valseth,asmund sunde valseth,auto_result_name,true,
skv-p000364,Gina Flugstad Øistuen,gina flugstad oistuen,auto_result_name,true,
skv-p000365,Kristine Green,kristine green,auto_result_name,true,
skv-p000366,Håvard Moholt Berge,havard moholt berge,auto_result_name,true,
skv-p000367,Therese Dahl Årvik,therese dahl arvik,auto_result_name,true,
skv-p000368,Nora Funkqvist Haga,nora funkqvist haga,auto_result_name,true,
skv-p000369,Per Olav Røhmer,per olav rohmer,auto_result_name,true,
skv-p000370,Thomas Beka,thomas beka,auto_result_name,true,
skv-p000371,Tom Kuyken Kjærstad,tom kuyken kjaerstad,auto_result_name,true,
skv-p000372,Vebjørn Løvås,vebjorn lovas,auto_result_name,true,
skv-p000373,Judith Ingela Rickertsen Hole,judith ingela rickertsen hole,auto_result_name,true,
skv-p000374,Martine Solli,martine solli,auto_result_name,true,
skv-p000375,Sarah Smalbro,sarah smalbro,auto_result_name,true,
skv-p000376,Elia Thorvik,elia thorvik,auto_result_name,true,
skv-p000377,Maia Kulle Andreassen,maia kulle andreassen,auto_result_name,true,
skv-p000378,Hanna Heider Hov,hanna heider hov,auto_result_name,true,
skv-p000379,Aksel Petter Spence,aksel petter spence,auto_result_name,true,
skv-p000380,Bjarni Herrera Thorisson,bjarni herrera thorisson,auto_result_name,true,
skv-p000381,Bjørnar Kjønnøy Slettvåg,bjornar kjonnoy slettvag,auto_result_name,true,
skv-p000382,Catherine Synnøve Vaugelade Berg,catherine synnove vaugelade berg,auto_result_name,true,
skv-p000383,Daniel Espedokken Severinsen,daniel espedokken severinsen,auto_result_name,true,
skv-p000384,Jenny Lillehagen Garnes,jenny lillehagen garnes,auto_result_name,true,
skv-p000385,Jo Trieu,jo trieu,auto_result_name,true,
skv-p000386,Live Maria Grønvold,live maria gronvold,auto_result_name,true,
skv-p000387,Marte Solset Haug,marte solset haug,auto_result_name,true,
skv-p000388,Mathilde Nordahl,mathilde nordahl,auto_result_name,true,
skv-p000389,Selma Størmer-Antonsen,selma stormer antonsen,auto_result_name,true,
skv-p000390,Ulrik Moen Ødegård,ulrik moen odegard,auto_result_name,true,
skv-p000391,Ine Skjellum,ine skjellum,auto_result_name,true,
skv-p000392,Karoline Wisløff Rud,karoline wisloff rud,auto_result_name,true,
skv-p000393,Erlend Berger,erlend berger,auto_result_name,true,
skv-p000394,Francisca Vivian da Silva Eriksen,francisca vivian da silva eriksen,auto_result_name,true,
skv-p000395,Gina Voll Didriksen,gina voll didriksen,auto_result_name,true,
skv-p000396,Tuva Toftdahl Staver,tuva toftdahl staver,auto_result_name,true,
skv-p000397,Alice Ulla Berg,alice ulla berg,auto_result_name,true,
skv-p000398,Kristian Retterstøl Frøyen,kristian retterstol froyen,auto_result_name,true,
skv-p000399,Tim Victor Bennett,tim victor bennett,auto_result_name,true,
skv-p000400,Andreas Myhre Sjurseth,andreas myhre sjurseth,auto_result_name,true,
skv-p000401,Håvard Berge,havard berge,auto_result_name,true,
skv-p000402,Jessica Katarina Gunnarsson,jessica katarina gunnarsson,auto_result_name,true,
skv-p000403,Jo Søreide,jo soreide,auto_result_name,true,
skv-p000404,Madeleine HEIBERG,madeleine heiberg,auto_result_name,true,
skv-p000405,Mathilde Christin Knutsen,mathilde christin knutsen,auto_result_name,true,
skv-p000406,Reidar Søbstad,reidar sobstad,auto_result_name,true,
skv-p000408,Celine Nordstaa,celine nordstaa,auto_result_name,true,
skv-p000410,Frode Semb,frode semb,auto_result_name,true,
skv-p000411,Isak By-stølan,isak by stolan,auto_result_name,true,
skv-p000412,Magnus Bækkevar Semb,magnus baekkevar semb,auto_result_name,true,
skv-p000417,Tina Hatland,tina hatland,auto_result_name,true,
skv-p000418,Anton Janovskis Heldal,anton janovskis heldal,auto_result_name,true,
skv-p000419,Mathias Moen,mathias moen,auto_result_name,true,
skv-p000420,Haakon Hellebust,haakon hellebust,auto_result_name,true,
skv-p000421,Joakim Hope Soltveit,joakim hope soltveit,auto_result_name,true,
skv-p000306,Sonia Nakamura Slettvåg,sonia nakamura slettvag,manual_result_alias,true,
skv-p000421,Joakim Soltveit,joakim soltveit,manual_match_decision,true,
skv-p000400,Andreas Sjurseth *,andreas sjurseth,manual_match_decision,true,
skv-p000388,Mathilde Sofie Nordahl,mathilde sofie nordahl,manual_match_decision,true,
skv-p000390,Ulrik Ødegård,ulrik odegard,manual_match_decision,true,
skv-p000041,Bjørnar Kjønnøy Slettvåg,bjornar kjonnoy slettvag,manual_match_decision,true,
skv-p000143,Jessica Katarina Gunnarsson,jessica katarina gunnarsson,manual_match_decision,true,
skv-p000006,Aksel Petter Spence,aksel petter spence,manual_match_decision,true,
skv-p000401,Håvard Moholt Berge,havard moholt berge,manual_match_decision,true,
skv-p000354,Ole Jørgen Jacobsen,ole jorgen jacobsen,manual_match_decision,true,
skv-p000144,Jo Søreide,jo soreide,manual_match_decision,true,
skv-p000399,Tim Bennett,tim bennett,manual_match_decision,true,
skv-p000383,Daniel Severinsen,daniel severinsen,manual_match_decision,true,
skv-p000174,Kristian Retterstøl Frøyen,kristian retterstol froyen,manual_match_decision,true,
skv-p000033,Anton Janovskis Heldal,anton janovskis heldal,manual_match_decision,true,
skv-p000043,Catherine Synnøve Vaugelade Berg,catherine synnove vaugelade berg,manual_match_decision,true,
skv-p000144,Jo Trieu,jo trieu,manual_match_decision,true,
skv-p000238,Ninni Jol?kken Brodalen,ninni jol kken brodalen,manual_match_decision,true,
skv-p000422,Anne Sofie Fosselie,anne sofie fosselie,auto_result_name,true,
skv-p000423,Axel Wollan,axel wollan,auto_result_name,true,
skv-p000424,Bjørn Alexander Hovland,bjorn alexander hovland,auto_result_name,true,
skv-p000425,Cecilie Knudsen,cecilie knudsen,auto_result_name,true,
skv-p000426,Edvald Slettvåg,edvald slettvag,auto_result_name,true,
skv-p000427,Elin Lippe Stavnes,elin lippe stavnes,auto_result_name,true,
skv-p000428,Fredrik Cornelius Rygh-Jensen,fredrik cornelius rygh jensen,auto_result_name,true,
skv-p000429,Fredrik Halsbog,fredrik halsbog,auto_result_name,true,
skv-p000430,Frida Bjørnstad Konow,frida bjornstad konow,auto_result_name,true,
skv-p000431,Ger Wijnandus van Graas,ger wijnandus van graas,auto_result_name,true,
skv-p000432,Haakon Engelsen Berg,haakon engelsen berg,auto_result_name,true,
skv-p000433,Julian Bævre,julian baevre,auto_result_name,true,
skv-p000434,Kara Hua Meunier,kara hua meunier,auto_result_name,true,
skv-p000435,Karianne Havsberg,karianne havsberg,auto_result_name,true,
skv-p000436,Knut Sørskår,knut sorskar,auto_result_name,true,
skv-p000437,Magnus Kjesrud,magnus kjesrud,auto_result_name,true,
skv-p000438,Mari Grønning Vatn,mari gronning vatn,auto_result_name,true,
skv-p000439,Mathias Møller,mathias moller,auto_result_name,true,
skv-p000440,Noomi Linnea Stenset,noomi linnea stenset,auto_result_name,true,
skv-p000441,Ragnhild Aamdal,ragnhild aamdal,auto_result_name,true,
skv-p000442,Sigve Aalmo,sigve aalmo,auto_result_name,true,
skv-p000443,Solveig Hveem,solveig hveem,auto_result_name,true,
skv-p000444,Stina Meinicke,stina meinicke,auto_result_name,true,
skv-p000445,Tora Husum Kristensen,tora husum kristensen,auto_result_name,true,
skv-p000446,Julie Louise Sandrup,julie louise sandrup,auto_result_name,true,
skv-p000447,Oskar Røynås,oskar roynas,auto_result_name,true,
skv-p000448,Bjarni Herrera,bjarni herrera,auto_result_name,true,
skv-p000449,Martin Kildal,martin kildal,auto_result_name,true,
skv-p000450,Sara Fixdal,sara fixdal,auto_result_name,true,
skv-p000451,Tobias Opdalshei Baumann,tobias opdalshei baumann,auto_result_name,true,
skv-p000452,Jens Kortner,jens kortner,auto_result_name,true,
skv-p000453,Jonas Grønn Jespersen,jonas gronn jespersen,auto_result_name,true,
skv-p000454,Kristoffer Werner Hansen,kristoffer werner hansen,auto_result_name,true,
skv-p000455,Veslemøy Rønnevik,veslemoy ronnevik,auto_result_name,true,
skv-p000456,Victor-Emmanuel Barbosa,victor emmanuel barbosa,auto_result_name,true,
skv-p000457,Victoria Rochelois,victoria rochelois,auto_result_name,true,
skv-p000458,Øzlem Akdas,ozlem akdas,auto_result_name,true,
skv-p000459,Gunnar Berthelsen,gunnar berthelsen,auto_result_name,true,
skv-p000460,Magnus Højen,magnus hojen,auto_result_name,true,
skv-p000461,Ole Petter K Schmedling,ole petter k schmedling,auto_result_name,true,
skv-p000462,Kari Lien Johnsen,kari lien johnsen,auto_result_name,true,
skv-p000463,Hannah Altmeier,hannah altmeier,auto_result_name,true,
skv-p000464,Marion Tibar,marion tibar,auto_result_name,true,
skv-p000465,Trond Inge Carlsen,trond inge carlsen,auto_result_name,true,
skv-p000466,Madelene Tronstad Sagebakken,madelene tronstad sagebakken,auto_result_name,true,
skv-p000467,Anne-Line Bøe Evenstad,anne line boe evenstad,auto_result_name,true,
skv-p000468,Håkon Mindrebøe,hakon mindreboe,auto_result_name,true,
skv-p000469,Mai Watson,mai watson,auto_result_name,true,
skv-p000470,Ole Viktor Ravna,ole viktor ravna,auto_result_name,true,
skv-p000471,Steinar Bøe Evenstad,steinar boe evenstad,auto_result_name,true,
skv-p000472,Vilja Gruben,vilja gruben,auto_result_name,true,
skv-p000473,Anja Kampenhøy,anja kampenhoy,auto_result_name,true,
skv-p000477,Olav Carlsson,olav carlsson,auto_result_name,true,
skv-p000478,Åsmund Skatvedt,asmund skatvedt,auto_result_name,true,
skv-p000480,Maren Thomasgaard,maren thomasgaard,auto_result_name,true,
skv-p000481,Remi Høiseth,remi hoiseth,auto_result_name,true,
skv-p000483,Thorkild Schrumpf,thorkild schrumpf,auto_result_name,true,
skv-p000484,Anniken Holst,anniken holst,auto_result_name,true,
skv-p000485,Hanne Marte Lie,hanne marte lie,auto_result_name,true,
skv-p000486,Hilde Gudem,hilde gudem,auto_result_name,true,
skv-p000487,Ida Widing,ida widing,auto_result_name,true,
skv-p000488,Lise Molden Stensrud,lise molden stensrud,auto_result_name,true,
skv-p000489,Mari Robøle Lien,mari robole lien,auto_result_name,true,
skv-p000490,Ulrika Axelsson,ulrika axelsson,auto_result_name,true,
skv-p000491,Cecilie L'orsa,cecilie lorsa,auto_result_name,true,
skv-p000492,Martine Svendsen,martine svendsen,auto_result_name,true,
skv-p000493,Ingrid Langevei Mæland,ingrid langevei maeland,auto_result_name,true,
skv-p000494,Børge Bårdsen,borge bardsen,auto_result_name,true,
skv-p000495,Leon Victor Wold,leon victor wold,auto_result_name,true,
skv-p000496,Alva Ertresvåg,alva ertresvag,auto_result_name,true,
skv-p000497,André Meløy Christensen,andre meloy christensen,auto_result_name,true,
skv-p000498,Andreas Husa,andreas husa,auto_result_name,true,
skv-p000499,Anniken Sletta,anniken sletta,auto_result_name,true,
skv-p000500,Benjamin Hol,benjamin hol,auto_result_name,true,
skv-p000501,Christoffer Christiansen Hagen,christoffer christiansen hagen,auto_result_name,true,
skv-p000502,Espen Bielke,espen bielke,auto_result_name,true,
skv-p000503,Hedda Njå Bjørkmann,hedda nja bjorkmann,auto_result_name,true,
skv-p000504,Johan Henrik Dragsten,johan henrik dragsten,auto_result_name,true,
skv-p000505,Jørgen Røkkum Vevang,jorgen rokkum vevang,auto_result_name,true,
skv-p000506,Kari Renslo Instefjord,kari renslo instefjord,auto_result_name,true,
skv-p000507,Karoline Klemp Petersen,karoline klemp petersen,auto_result_name,true,
skv-p000508,Kristian Lindalen Stenerud,kristian lindalen stenerud,auto_result_name,true,
skv-p000509,Kristina Axelsson,kristina axelsson,auto_result_name,true,
skv-p000510,Mari Kittelsen Gaardholm,mari kittelsen gaardholm,auto_result_name,true,
skv-p000511,Marit Brennhovd,marit brennhovd,auto_result_name,true,
skv-p000512,Marita Moe,marita moe,auto_result_name,true,
skv-p000513,Marius Persson Hårdnes,marius persson hardnes,auto_result_name,true,
skv-p000514,Mats Muluken Flogeland,mats muluken flogeland,auto_result_name,true,
skv-p000515,Øistein Øverberg,oistein overberg,auto_result_name,true,
skv-p000516,Robin Kunze,robin kunze,auto_result_name,true,
skv-p000517,Runa Skrove Falch,runa skrove falch,auto_result_name,true,
skv-p000518,Runar Østhaug,runar osthaug,auto_result_name,true,
skv-p000519,Sandra Bolstad,sandra bolstad,auto_result_name,true,
skv-p000520,Signy Karoline Kolstø,signy karoline kolsto,auto_result_name,true,
skv-p000521,Simon Tsuruta Pedersen,simon tsuruta pedersen,auto_result_name,true,
skv-p000522,Sofie Fosseli,sofie fosseli,auto_result_name,true,
skv-p000523,Terje Gravvold,terje gravvold,auto_result_name,true,
skv-p000367,Therese Årvik,therese arvik,manual_merge,true,
skv-p000525,Tormod Tho,tormod tho,auto_result_name,true,
skv-p000526,Cassandra Ødegård Nilsen,cassandra odegard nilsen,auto_result_name,true,
skv-p000527,Eline Heia,eline heia,auto_result_name,true,
skv-p000528,Kaja Mørch Pettersen,kaja morch pettersen,auto_result_name,true,
skv-p000529,Lina Svarlien,lina svarlien,auto_result_name,true,
skv-p000530,Malene Kollberg,malene kollberg,auto_result_name,true,
skv-p000531,Oda Lier,oda lier,auto_result_name,true,
skv-p000532,Simen Gimnes,simen gimnes,auto_result_name,true,
skv-p000533,Madeleine Heiberg Tr?mborg,madeleine heiberg tr mborg,auto_result_name,true,
skv-p000534,Thomas Nordb? Berg,thomas nordb berg,auto_result_name,true,
skv-p000535,Madeleine Heiberg Trømborg,madeleine heiberg tromborg,auto_result_name,true,
skv-p000536,Roisin Maria Long,roisin maria long,auto_result_name,true,
skv-p000537,Albert Bolstad,albert bolstad,auto_result_name,true,
skv-p000538,Anniken Holst-Berger,anniken holst berger,auto_result_name,true,
skv-p000539,Celine Håkestad,celine hakestad,auto_result_name,true,
skv-p000540,Erik Sørensen,erik sorensen,auto_result_name,true,
skv-p000541,Erlend Helgesen,erlend helgesen,auto_result_name,true,
skv-p000542,Erlend Holst-Berger,erlend holst berger,auto_result_name,true,
skv-p000543,Eskil Høstad,eskil hostad,auto_result_name,true,
skv-p000544,Fredrikke Dahle Varsla,fredrikke dahle varsla,auto_result_name,true,
skv-p000545,Simen Havik,simen havik,auto_result_name,true,
skv-p000546,Mari Kverneland Simensen,mari kverneland simensen,auto_result_name,true,
skv-p000008,Aleksander,aleksander,manual_match_decision,true,
skv-p000497,Andre Christensen,andre christensen,manual_match_decision,true,
skv-p000547,Ingvild Tveita,ingvild tveita,auto_result_name,true,
skv-p000548,Runar Gilberg,runar gilberg,auto_result_name,true,
skv-p000549,Eivind Klokkehaug,eivind klokkehaug,auto_result_name,true,
skv-p000550,Sverre Rynning-Tønnesen,sverre rynning tonnesen,auto_result_name,true,
skv-p000551,Nora Duvaland *,nora duvaland,auto_result_name,true,
skv-p000552,Søren Fredriksen,soren fredriksen,auto_result_name,true,
skv-p000553,Harald Solhaug Næss,harald solhaug naess,auto_result_name,true,
skv-p000554,Scott Gary Randall,scott gary randall,auto_result_name,true,
skv-p000555,Åsmund Eek,asmund eek,auto_result_name,true,
skv-p000556,Daniel Eikeland,daniel eikeland,auto_result_name,true,
skv-p000557,Håvard Eggen,havard eggen,auto_result_name,true,
skv-p000558,Inger Njølstad,inger njolstad,auto_result_name,true,
skv-p000559,Kasper Furnesvik,kasper furnesvik,auto_result_name,true,
skv-p000560,Sven Axel Kilander,sven axel kilander,auto_result_name,true,
skv-p000561,Fabien Cohadon,fabien cohadon,auto_result_name,true,
skv-p000011,Alva Ertresvåg,alva ertresvag,manual_match_decision,true,
skv-p000296,Sofie Fosseli,sofie fosseli,manual_match_decision,true,
skv-p000269,Runar Østhaug,runar osthaug,manual_match_decision,true,
skv-p000350,Elin Lippe Stavnes,elin lippe stavnes,manual_match_decision,true,
skv-p000105,Håvard Eggen,havard eggen,manual_match_decision,true,
skv-p000162,Kara Hua Meunier,kara hua meunier,manual_match_decision,true,
skv-p000393,Erlend Holst-Berger,erlend holst berger,manual_match_decision,true,
skv-p000088,Fredrik Halsbog,fredrik halsbog,manual_match_decision,true,
skv-p000175,Kristian Lindalen Stenerud,kristian lindalen stenerud,manual_match_decision,true,
skv-p000267,Roisin Maria Long,roisin maria long,manual_match_decision,true,
skv-p000331,Tormod Tho,tormod tho,manual_match_decision,true,
skv-p000048,Christoffer Christiansen Hagen,christoffer christiansen hagen,manual_match_decision,true,
skv-p000281,Sigve Aalmo,sigve aalmo,manual_match_decision,true,
skv-p000201,Mari Grønning Vatn,mari gronning vatn,manual_match_decision,true,
skv-p000404,Madeleine Heiberg Tr?mborg,madeleine heiberg tr mborg,manual_match_decision,true,
skv-p000404,Madeleine Heiberg Trømborg,madeleine heiberg tromborg,manual_preferred_name,true,
skv-p000484,Anniken Holst-Berger,anniken holst berger,manual_match_decision,true,
skv-p000380,Bjarni Herrera,bjarni herrera,manual_match_decision,true,
skv-p000165,Kari Renslo Instefjord,kari renslo instefjord,manual_match_decision,true,
skv-p000322,Thomas Nordb? Berg,thomas nordb berg,manual_match_decision,true,
skv-p000102,Hanne Marte Lie,hanne marte lie,manual_match_decision,true,
skv-p000357,Madelene Tronstad Sagebakken,madelene tronstad sagebakken,manual_match_decision,true,
skv-p000562,Mats Høyset,mats hoyset,auto_result_name,true,
skv-p000563,Arne Gilberg,arne gilberg,auto_result_name,true,
skv-p000564,Lars-Fredrik Forberg,lars fredrik forberg,auto_result_name,true,
